Artist,Spotify Name,Genres,Popularity,Similarity
Regina,Regina Spektor,['indie pop' 'lilith' 'piano rock'],64.0,60
Louis Armstrong & Duke Ellington,Louis Armstrong,"['adult standards' 'dixieland' 'harlem renaissance' 'jazz trumpet'
 'new orleans jazz' 'swing' 'vocal jazz']",72.0,64
Three O'Clock,The Three O'Clock,['jangle pop' 'paisley underground' 'power pop' 'underground power pop'],21.0,87
The Independents,,,,0
Dr.Evil,,,,0
Cyrus Chestnut,,,,0
A Flock of Seagulls,,,,0
Billy Corgan,,,,0
The Juan MacLean,,,,0
"Beck, Bogert & Appice",,,,0
Grandmaster Flash,,,,0
Talas,,,,0
Tears for Fears,,,,0
Golden Gate Jubilee Quartet,,,,0
Richard Marx,,,,0
Mahavishnu Orchestra,,,,0
Sidney Bechet & His New Orleans Feetwarmers,,,,0
Mae Boren Axton,,,,0
Monie Love,,,,0
Sfum,,,,0
Commander Cody,,,,0
Ty Dolla $ign,,,,0
Chano Pozo,,,,0
Autistic Youth,,,,0
Sarah,Sarah McLachlan,"['canadian pop' 'canadian singer-songwriter' 'ectofolk' 'lilith'
 'permanent wave' 'pop rock']",64.0,50
James Chance & the Contortions,james chance,['jazzcore' 'no wave'],9.0,57
Sa,Sam Smith,['pop' 'uk pop'],90.0,36
DJ Jazzy Jeff,DJ Jazzy Jeff & The Fresh Prince,"['gangster rap' 'golden age hip hop' 'hip hop' 'old school hip hop'
 'philly rap' 'rap']",55.0,58
Trey,Trey Songz,"['dance pop' 'hip pop' 'pop' 'r&b' 'southern hip hop' 'trap'
 'urban contemporary']",72.0,57
Chick Webb And His Orchestra,Chick Webb,"['big band' 'harlem renaissance' 'jazz blues' 'jazz drums' 'stride'
 'swing']",41.0,53
The Vivino Brothers,The Von Bondies,['garage rock' 'punk blues'],43.0,65
Gene Vincent,Gene Vincent & His Blue Caps,['rock-and-roll' 'rockabilly'],43.0,60
Naomi Shelton & the Gospel Queens,Naomi Shelton,,28.0,57
Erica Smith,Erica Smith Trio,,29.0,81
Zuco 103 feat. The New Cool Collective,Zuco 103,['electro jazz' 'nu jazz' 'sambass'],38.0,35
Peter Laughner,Peter Lainson,,40.0,67
Bud And Travis,Bud Powell,['bebop' 'hard bop' 'jazz' 'jazz fusion' 'jazz piano' 'stride'],48.0,33
Batsch,Batchelor,,41.0,67
Béla Bartok,Béla Bartók,['classical' 'early modern classical' 'neoclassicism'],55.0,91
Aqua Velvet,The Aqua Velvets,['surf music'],21.0,81
Fire,Fireboy DML,['afro dancehall'],73.0,53
B Bon,B. Bond,,1.0,83
Joe Feat. Nas,Nas,"['conscious hip hop' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'hip hop' 'queens hip hop' 'rap']",77.0,38
Adult.,Adult Swim Smalls,['weirdcore'],42.0,43
Nils Petter Molvaer,Nils Petter Molvær,"['contemporary jazz' 'ecm-style jazz' 'fourth world' 'jazz trumpet'
 'norwegian contemporary jazz' 'norwegian jazz' 'nu jazz']",39.0,92
The Negro Problem,Stew & The Negro Problem,,10.0,83
Eivind Aarset,,,,0
The Seconds,,,,0
Eddie Lang,,,,0
Joe & Antoinette McKenna,,,,0
Angela Bofill,,,,0
João Gilberto,,,,0
Negative Approach,,,,0
Luke Bryan,,,,0
Horace Tapscott,,,,0
Arabian Prince,,,,0
Walk the Moon,,,,0
John King,,,,0
Josylvio,,,,0
Eros and the Eschaton,,,,0
Redman ft. Kfam & Keith Murray,,,,0
Jack Maheu,,,,0
Franz Waxman,,,,0
Alexandria,Asking Alexandria,['alternative metal' 'metalcore' 'screamo' 'trancecore' 'uk metalcore'],68.0,74
Men,Men I Trust,['indie pop'],74.0,43
GTO's,Ghost,['hard rock' 'metal'],78.0,40
Imago & Egalo,Imagine Dragons,['modern rock' 'rock'],90.0,36
The Plasmatics,Plasmatics,['hardcore punk' 'punk'],30.0,83
Nelson,Willie Nelson,"['classic country pop' 'country' 'nashville sound' 'outlaw country'
 'singer-songwriter' 'texas country']",73.0,63
Lightning Seeds,The Lightning Seeds,['britpop' 'new romantic' 'new wave' 'new wave pop' 'pop rock'],49.0,88
Fumiya Tanaka,田中フミヤ,['japanese electronic' 'minimal techno'],19.0,0
Fred McDowell,Mississippi Fred McDowell,"['acoustic blues' 'blues' 'country blues' 'delta blues'
 'traditional blues' 'traditional southern folk']",37.0,68
Zephyr,Zephyrianna,,43.0,71
Joe,Joey Bada$$,['conscious hip hop' 'hip hop' 'rap' 'underground hip hop'],76.0,43
N.W.A,N.W.A.,"['conscious hip hop' 'gangster rap' 'golden age hip hop'
 'hardcore hip hop' 'hip hop' 'old school hip hop' 'rap' 'west coast rap']",68.0,91
Steven Jesse Bernstein,Jesse Barrera,['chill r&b'],62.0,51
Duke Ellington / Coleman Hawkins,Duke Ellington,"['african-american classical' 'big band' 'harlem renaissance' 'jazz'
 'jazz piano' 'stride' 'swing']",60.0,61
Sara Martin,Sara & Martin Carling,"[""preschool children's music""]",16.0,69
The Producers,The Producers Ensemble,,24.0,74
Fergi,Fergie,['dance pop' 'pop' 'post-teen pop' 'rap' 'urban contemporary'],72.0,91
Le Pamplemousse,Les Pamplemousses,,,94
John Mayall,John Mayall & The Bluesbreakers,"['blues' 'blues rock' 'british blues' 'british invasion' 'classic rock'
 'country rock' 'electric blues' 'modern blues']",50.0,52
Verma,Verzache,['lo-fi chill'],62.0,62
Pete Townshend & Ronnie Lane,Pete Townshend,"['album rock' 'art rock' 'blues rock' 'classic rock' 'country rock'
 'folk rock' 'mellow gold' 'power pop' 'pub rock' 'rock' 'roots rock'
 'singer-songwriter' 'soft rock' 'symphonic rock']",51.0,67
Iron,Iron Maiden,['hard rock' 'metal' 'nwobhm' 'rock'],75.0,53
Thee Zu,The Zutons,['english indie rock'],44.0,71
Enchant,Enchanting,,50.0,82
Johnny Rotten,John Lydon,['solo wave'],25.0,43
Sidney Bechet & His Feetwarmers,Sidney Bechet,"['big band' 'dixieland' 'jazz' 'jazz clarinet' 'new orleans jazz' 'stride'
 'swing']",50.0,59
Blue Sky Boys,The Blue Sky Boys,"['appalachian folk' 'country gospel' 'old-time' 'traditional folk'
 'vintage country folk']",12.0,87
Styles P & The Evil Genius DJ Green Lantern,Styles P,"['alternative hip hop' 'battle rap' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'hip hop' 'rap' 'southern hip hop' 'trap']",64.0,31
Make Up,Make-Up,['japanese heavy metal'],25.0,86
Billy Eckstine & His Orchestra,Billy Eckstine,['adult standards' 'big band' 'lounge' 'swing' 'vocal jazz'],42.0,64
Attak,Attack Attack!,['post-screamo' 'screamo' 'trancecore'],53.0,53
Ute,Ute Becker,,35.0,46
Ivy,Ivy Queen,"['latin hip hop' 'rap latina' 'reggaeton' 'trap latino' 'tropical'
 'urbano latino']",66.0,50
Queen & David Bowie,,,,0
Loverboy,,,,0
Cilla Black,,,,0
Young Knives,,,,0
Jarrod Lawson,,,,0
Audio Two,,,,0
Swamp Dogg,,,,0
Blood Ceremony,,,,0
Swirlies,,,,0
Eddie Floyd,,,,0
C-Bo,,,,0
Radar Bros.,,,,0
King Creosote,,,,0
Beach Slang,,,,0
Angélique Kidjo,,,,0
Tim McGraw,,,,0
Delaney & Bonnie,,,,0
Danger Mouse,,,,0
Tweet,,,,0
marr,,,,0
Fiona,,,,0
Lone,,,,0
Chromatics,,,,0
King Diamond & Black Rose,,,,0
John Primer,,,,0
Ray Conniff & The Ray Conniff Singers,Ray Conniff,['adult standards' 'easy listening' 'lounge'],60.0,46
PUFFY,Puffy AmiYumi,['classic j-pop' 'j-pop' 'j-pop girl group' 'j-rock'],48.0,56
Al Kapone ft Seff Tha Gaffla,Al Kapone,['memphis hip hop'],35.0,49
Heaven & Hell,Heaven,,46.0,63
The Milk & Honey Band,The Milk Carton Kids,"['deep new americana' 'indie folk' 'new americana' 'stomp and flutter'
 'stomp and holler']",53.0,63
Glen Buxton,Glenn Edward Buxton,,1.0,73
Ray Parker Jr. & Raydio,Ray Parker Jr.,,56.0,76
Too $hort featuring Devin The Dude & Cutty Cartel,Devin The Dude,['dirty south rap' 'gangster rap' 'houston rap' 'southern hip hop' 'trap'],57.0,44
Crime & The City Solution,Crime Mob,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip pop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",51.0,41
Spirit,Spiritual Frequencies,,66.0,44
Immortal,Immortal Technique,"['conscious hip hop' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'harlem hip hop' 'hip hop' 'political hip hop']",55.0,62
Rattlemouth,Ratt,['album rock' 'glam metal' 'hard rock' 'metal' 'rock'],59.0,53
Johann Johannsson,Jóhann Jóhannsson,"['compositional ambient' 'experimental classical' 'icelandic classical'
 'icelandic experimental' 'nordic soundtrack' 'soundtrack']",67.0,88
Ojm_ Brant Bjork,Brant Bjork,"['garage rock' 'instrumental stoner rock' 'modern blues rock'
 'palm desert scene' 'psychedelic doom' 'retro metal' 'space rock'
 'stoner metal' 'stoner rock']",47.0,81
Zodiac Mindwarp and the Love Reaction,Zodiac Mindwarp & The Love Reaction,['grebo'],8.0,94
The Mekons,The Mekons 77,['art punk'],,87
Tsar,Tsar B,['belgian pop'],40.0,80
War,Warren Zeiders,,67.0,35
Reflector,The Reflectors,['modern power pop'],9.0,78
Mel Torme,Mel Tormé,"['adult standards' 'contemporary vocal jazz' 'easy listening' 'lounge'
 'swing' 'vocal jazz']",52.0,84
Cristof,Cristoforo Giordano,,44.0,54
Uncle T,Uncle Tupelo,"['alternative country' 'alternative rock' 'country rock' 'folk'
 'heartland rock' 'indie folk' 'new americana' 'roots rock']",44.0,74
Ron Carter_ Cedar Walton Duo,Ron Carter,"['contemporary jazz' 'contemporary post-bop' 'hard bop' 'jazz'
 'jazz double bass' 'jazz fusion']",47.0,53
"Valerio Longoria, Sr.",Valerio Longoria,['tejano'],11.0,86
Arsenio Rodriguez,Arsenio Rodríguez,"['afro-cuban traditional' 'bolero cubano' 'latin jazz' 'mambo'
 'musica tradicional cubana' 'son cubano']",31.0,94
Billy Lee Riley,,,,0
Komando Negro,,,,0
Crass,,,,0
James Brown,,,,0
Solange,,,,0
Return to Forever,,,,0
Childish Major,,,,0
Jon Langford,,,,0
The Left Banke,,,,0
Blue Oyster Cult,,,,0
Chris Garneau,,,,0
Above the Law,,,,0
Bow Wow Wow,,,,0
burger/ink,,,,0
Bunny Berigan,,,,0
Randy Weston,,,,0
Johnny Thunders,,,,0
Andrew Wood,,,,0
The 69 Cats,,,,0
RKL,,,,0
World Class Wreckin' Cru,,,,0
Sergio Mendes & Brasil '77,,,,0
Ike Turner & The Kings Of Rhythm,Ike Turner,['rhythm and blues' 'rock-and-roll' 'soul blues'],31.0,48
Emotions,The Emotions,"['chicago soul' 'classic soul' 'disco' 'funk' 'girl group' 'motown'
 'post-disco' 'quiet storm' 'soul' 'southern soul' 'urban contemporary']",64.0,80
?? & China Blue,Elvis Presley,['rock-and-roll' 'rockabilly'],81.0,21
Dillard & Clark,Dillard,['downtempo bass'],32.0,64
Vermont,Vermont (BR),['psychedelic trance' 'trance brasileiro'],42.0,74
Dave Rich,Dave Richardson,,18.0,75
Lloyd / Chink Santana,Santana,['blues rock' 'classic rock' 'mexican classic rock'],73.0,50
Alejandro Fernandez A Duo Con Amaia Montero,Alejandro Fernández,"['latin arena pop' 'latin pop' 'mariachi' 'mexican pop' 'musica mexicana'
 'ranchera' 'rock en espanol']",79.0,58
Fun Boy Three & Bananarama,Fun Boy Three,['new romantic' 'new wave' 'new wave pop' 'ska revival'],45.0,67
Fatback,Fatback Band,"['disco' 'electro' 'funk' 'harlem hip hop' 'jazz funk' 'post-disco'
 'quiet storm' 'soul']",45.0,74
Kool,Kool & The Gang,['disco' 'funk' 'quiet storm' 'soul'],69.0,42
Tyrone,Tyrone Davis,['chicago soul' 'classic soul' 'funk' 'quiet storm' 'soul' 'southern soul'],45.0,67
Preachers,Manic Street Preachers,"['alternative rock' 'britpop' 'permanent wave' 'pop rock' 'rock'
 'welsh rock']",57.0,58
Eric Sahlström / Gösta Sandström,Erik Satie,"['classical' 'early avant garde' 'early modern classical' 'impressionism'
 'post-romantic era']",70.0,33
Bevis Frond,The Bevis Frond,['indie psychedelic rock'],19.0,85
No More,No More Heroes,,52.0,67
Simian,Simian Mobile Disco,"['alternative dance' 'big beat' 'electroclash' 'electronica'
 'filter house' 'indietronica' 'new rave']",45.0,48
The Bug,The Buggles,"['early synthpop' 'new romantic' 'new wave' 'new wave pop' 'synthpop'
 'zolo']",60.0,78
P J Harvey,Joe Harvey & the Tuesday Night Prophets,,,33
Doug E Fresh & Slick Rick,Doug E. Fresh,"['beatboxing' 'east coast hip hop' 'electro' 'harlem hip hop' 'hip hop'
 'hip house' 'old school hip hop']",39.0,63
FREAK NASTY PRESENTS VARIOUS ARTIST,Freak Nasty,['atl hip hop' 'atlanta bass' 'miami bass'],38.0,48
Slip,Slipknot,['alternative metal' 'nu metal' 'rap metal'],81.0,67
Crescent,,,,0
Dirty Vegas,,,,0
McCoy Tyner,,,,0
Kieran Hebden,,,,0
System 7,,,,0
Seven League Boots,,,,0
Johnny Copeland,,,,0
Band of Horses,,,,0
Cha Cha,,,,0
Clem Snide,,,,0
"Luther ""Guitar Junior"" Johnson",,,,0
Evelyn Thomas,,,,0
Noonday Underground,,,,0
Schneider Tm,,,,0
The Last Poets,,,,0
The Lemonheads,,,,0
Heavy Trash,,,,0
Franz Liszt / Gerhard Kanzian,Herbert von Karajan,['classical' 'classical performance' 'orchestral performance'],70.0,33
Ginuwine;R.L.;Tyrese;Case,Ginuwine,"['contemporary r&b' 'dance pop' 'hip hop' 'hip pop' 'neo soul' 'r&b'
 'urban contemporary']",68.0,48
Chris Connelly and the Bells,Chris Cornell,['alternative metal' 'alternative rock' 'grunge' 'rock'],62.0,59
Outkast Featuring Killer Mike,Outkast,"['atl hip hop' 'dirty south rap' 'hip hop' 'old school atlanta hip hop'
 'pop rap' 'rap' 'southern hip hop']",77.0,39
Vanessa Hudgens/The Cast Of 'High School Musical',Vanessa Hudgens,['dance pop' 'pop' 'post-teen pop'],65.0,47
Alan Parsons (Feat. Shpongle),The Alan Parsons Project,"['album rock' 'art rock' 'classic rock' 'mellow gold' 'progressive rock'
 'soft rock' 'symphonic rock']",65.0,57
Ashley J.,Ashley Johnson,,54.0,70
Paul Van Dyk Featuring LO-FI Sugar,Paul van Dyk,['german techno' 'trance' 'uplifting trance'],60.0,52
Cam'ron,Cam’ron,"['battle rap' 'east coast hip hop' 'gangster rap' 'hardcore hip hop'
 'harlem hip hop' 'hip hop' 'hip pop' 'pop rap' 'rap' 'southern hip hop'
 'trap']",62.0,86
Vision,visioner.,,49.0,80
Hezekiah Walker & LFC,Hezekiah Walker,['gospel' 'israelite hip hop'],51.0,83
Screaming Lord Sutch,Screaming Lord Sutch & The Savages,['british invasion'],21.0,74
Dictators,The Dictators,"['early us punk' 'garage rock' 'glam punk' 'power pop' 'protopunk'
 'pub rock' 'punk' ""punk 'n' roll""]",32.0,82
Valerie Claire,Valerie June,"['black americana' 'folk' 'indie folk' 'memphis americana' 'new americana'
 'stomp and holler']",52.0,69
Roni Size / Reprazent,Roni Size,"['big beat' 'breakbeat' 'drum and bass' 'electronica' 'hardcore techno'
 'jungle']",44.0,60
Konk Pack,Koen Parker,['sleep'],42.0,70
Katrina and the Waves,Katrina & The Waves,['new wave pop'],64.0,90
ADULT.,Adult Swim Smalls,['weirdcore'],42.0,43
The Fever 333,FEVER 333,['la indie' 'nu-metalcore'],53.0,82
Lee Perry w. Dubblestandart &  Ari Up,"Lee ""Scratch"" Perry",['dub' 'reggae' 'rocksteady' 'roots reggae'],54.0,32
John P. Kee & The New Life Community Choir,John P. Kee,['contemporary gospel' 'gospel'],48.0,42
Jack White & Alicia Keys,Jack White,"['alternative rock' 'blues rock' 'garage rock' 'garage rock revival'
 'modern blues rock' 'modern rock' 'punk blues' 'rock']",60.0,59
Earth Wind and Fire,"Earth, Wind & Fire",['disco' 'funk' 'jazz funk' 'quiet storm' 'soul'],75.0,86
DJ Krush & Toshinori Kondo,,,,0
Lionel Hampton,,,,0
The Harper Brothers,,,,0
Bright,,,,0
Maddy Prior & Tim Hart,,,,0
Subway to Sally,,,,0
Joe Turner,,,,0
Collective Soul,,,,0
Black Star,,,,0
The Shazam,,,,0
Bert Kaempfert,,,,0
People Get Ready,,,,0
Cecilia Bartoli / Orchestra dell'Accademia Nazionale di Santa Cecilia / Myung-Whun Chung / Cinzia Maurizio,,,,0
David Johansen,,,,0
Coffin Carousel,,,,0
Associates,,,,0
Slim Whitman,,,,0
Joy Of Cooking,,,,0
Los Reyes Del Camino,,,,0
Joshua Radin_ Schuyler Fisk,,,,0
Moose,Moose Blood,['alternative emo' 'anthem emo' 'dreamo' 'emo' 'kent indie'],49.0,62
Connie,Connie Constance,['uk contemporary r&b'],63.0,55
Gerald Albright / Lee Ritenour,Gerald Albright,['jazz saxophone' 'smooth jazz' 'smooth saxophone'],50.0,67
Material,Material Issue,['alternative pop' 'jangle pop' 'power pop' 'underground power pop'],31.0,73
Heroin,heroinsick,['glitchcore' 'hyperpop'],31.0,75
Andrea Bocelli / Sarah Brightman,Andrea Bocelli,['classical tenor' 'italian tenor' 'operatic pop'],71.0,61
Ruth B,Ruth B.,['alt z' 'canadian contemporary r&b' 'canadian pop' 'pop'],77.0,92
Gaylads,The Gaylads,['early reggae' 'lovers rock' 'reggae' 'rocksteady' 'ska' 'ska revival'],35.0,78
Curtis,Curtis Mayfield,['chicago soul' 'classic soul' 'funk' 'soul'],62.0,57
Dave Elder,Dave Elwert,,4.0,86
John Forté,John Forte,,45.0,90
Régina & Bruno,Regina Spektor,['indie pop' 'lilith' 'piano rock'],64.0,50
Groovy Ghoolies,Groovie Ghoulies,['power-pop punk'],28.0,84
Sondre Lerche And The Faces Down,Faces,"['album rock' 'art rock' 'blues rock' 'classic rock' 'country rock'
 'folk rock' 'glam rock' 'hard rock' 'mellow gold' 'protopunk'
 'psychedelic rock' 'pub rock' 'rock' 'roots rock' 'soft rock']",60.0,27
John,John Mayer,['neo mellow' 'singer-songwriter'],80.0,57
South,South Park Mexican,"['chicano rap' 'dirty south rap' 'gangster rap' 'houston rap'
 'latin hip hop' 'texas latin rap']",65.0,43
Air,Air Supply,['mellow gold' 'soft rock'],71.0,46
Grateful Grass,The Grass Roots,"['bubblegum pop' 'classic rock' 'country rock' 'folk rock' 'mellow gold'
 'soft rock' 'sunshine pop']",50.0,55
Malaria! vs Chicks On Speed,Malaria!,['gothic rock' 'minimal wave' 'neue deutsche welle' 'post-punk'],29.0,46
Kayak,Kayak Jones,['alternative emo' 'anthem emo' 'diy emo' 'pop punk'],36.0,62
Tiles,Tiësto,"['big room' 'brostep' 'dance pop' 'dutch edm' 'edm' 'house' 'pop dance'
 'slap house' 'trance' 'tropical house']",87.0,55
Performed by Jennifer Hudson_;Deena Jones and The Dreams;Dreamgirls (Motion Picture Soundtrack),Jennifer Hudson,['dance pop' 'hip pop' 'hollywood' 'neo soul' 'r&b' 'urban contemporary'],61.0,27
Mariah Carey;Whitney Houston,Mariah Carey,['dance pop' 'urban contemporary'],81.0,60
Mase featuring P. Diddy,Diddy,"['dance pop' 'east coast hip hop' 'hip hop' 'hip pop' 'pop rap' 'r&b'
 'rap']",75.0,36
Hum,Huma,['sleep'],57.0,86
J Live,J-Live,['alternative hip hop' 'hardcore hip hop' 'hip hop' 'turntablism'],48.0,83
The Rapsody / Onyx,Onyx,"['east coast hip hop' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'queens hip hop' 'rap']",54.0,36
Playdoe,Playboi Carti,['atl hip hop' 'hip hop' 'plugg' 'pluggnb' 'rap'],85.0,50
Kim Richey,,,,0
The Monkees,,,,0
The Connection,,,,0
Jabbo Smith,,,,0
The Lemon Twigs,,,,0
Vertikal Horizon,,,,0
Lee Scratch Perry,"Lee ""Scratch"" Perry",['dub' 'reggae' 'rocksteady' 'roots reggae'],54.0,94
Kweli,Talib Kweli,"['alternative hip hop' 'conscious hip hop' 'east coast hip hop'
 'hardcore hip hop' 'hip hop' 'southern hip hop']",57.0,62
Big Sandy and his Fly-Rite Boys,Big Sandy & His Fly-Rite Boys,['neo-rockabilly' 'rockabilly' 'western swing'],28.0,93
Fat Joe featuring Opera Steve,Fat Joe,"['bronx hip hop' 'dance pop' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'hip hop' 'hip pop' 'pop rap' 'rap' 'trap']",70.0,39
Gramme,Andy Grammer,['dance pop' 'neo mellow' 'pop' 'pop rap' 'pop rock' 'post-teen pop'],72.0,67
Lowman Pauling,Loomington,,43.0,50
Common / Bilal,Bilal,['hip hop' 'neo soul'],66.0,53
Amen,Amenazzy,"['dominican pop' 'latin hip hop' 'rap dominicano' 'reggaeton'
 'reggaeton flow' 'trap latino' 'urbano latino']",68.0,67
KMFDM vs. Skold,KMFDM Enterprises,,3.0,50
Pebbles,Pebbles The Invisible Girl,,58.0,42
Them,Them Dirty Roses,['modern southern rock'],55.0,40
K'ron,Krono,,67.0,80
"Amadee Castenell, Jr.",Amadee Castanell,,6.0,81
Tralala,TraLaLa - Cantece pentru copii,['muzica copii'],43.0,38
The Move,The Movement,['east coast reggae' 'reggae fusion' 'reggae rock'],56.0,80
Sharon Jones and the Dap-Kings,Sharon Jones & The Dap-Kings,"['black americana' 'classic soul' 'funk' 'neo soul' 'retro soul' 'soul'
 'southern soul']",64.0,93
Dizzee Rascal Feat. Calvin Harris & Chrome,Dizzee Rascal,['bassline' 'grime' 'house' 'instrumental grime' 'pop rap'],65.0,47
Pelican,Pelicano,['focus beats' 'lo-fi brasileiro'],50.0,93
Vast,Vástago Epicentro,['latin worship'],53.0,29
Harold B,Harold Budd,"['ambient' 'american contemporary classical' 'art pop' 'art rock'
 'compositional ambient' 'drone' 'fourth world' 'minimalism']",61.0,84
Ray J Feat. Yung Berg,Ray J,['pop rap' 'r&b' 'urban contemporary'],57.0,38
Molly O'Day & The Cumberland Mountain Folks,Molly O'Day,,8.0,41
Devil in a Woodpile,,,,0
Lal Waterson,,,,0
Moniquea,,,,0
Matt Wilson,,,,0
Kimbra,,,,0
Terry Gibbs,,,,0
Liberace,,,,0
The Beau Brummels,,,,0
The Chameleons UK,,,,0
Charlotte Gainsbourg,,,,0
The Last,,,,0
Kate & Anna McGarrigle,,,,0
Celtic Frost,,,,0
Florida Georgia Line,,,,0
Johnny Flynn & the Sussex Wit,,,,0
Brent Bourgeois,,,,0
Michael Hoenig,,,,0
Eddie Henderson,,,,0
Soul Circus Cowboys,,,,0
Argent,,,,0
Colourbox,,,,0
Foster the People,,,,0
Danielle Car,,,,0
Jonathan Davis,,,,0
Ratt,,,,0
Teedra Moses,,,,0
Willie Colon,,,,0
The Sadies,,,,0
Lamb,,,,0
Hearts and Flowers,,,,0
The Beau Hunks,,,,0
Mum,,,,0
Fall Out,Fall Out Boy,['emo' 'modern rock'],81.0,80
Pure Soul,Pure Soul Nature Sounds,,5.0,56
London,London Symphony Orchestra,['british orchestra' 'classical performance' 'orchestra'],75.0,39
Smokey,Smokey Robinson & The Miracles,['classic soul' 'funk' 'motown' 'quiet storm' 'soul' 'southern soul'],60.0,33
Billy Bragg & Wilco,Billy Bragg,"['alternative country' 'anti-folk' 'folk' 'folk punk' 'folk rock'
 'permanent wave' 'roots rock' 'singer-songwriter' 'uk americana']",55.0,73
Ec8or & DJ Moonraker,Ec8or,['digital hardcore'],12.0,40
The Wailing Souls,Wailing Souls,['dub' 'lovers rock' 'old school dancehall' 'reggae' 'roots reggae'],53.0,87
Desmond Dekker & The Aces,Desmond Dekker,['dub' 'jamaican ska' 'reggae' 'rocksteady' 'ska' 'ska revival'],53.0,72
Barbara,Barbara Mandrell,['classic country pop' 'country' 'country gospel' 'country rock'],47.0,61
Toasterec,Toaster Cabbage Sex,,2.0,57
The Pernice Brothers,Pernice Brothers,"['alternative pop' 'chamber pop' 'jangle pop' 'melancholia' 'power pop'
 'underground power pop']",29.0,89
Beggar's Farm,Brian Hopper with Beggars Farm,,,56
Burundi Black,Burundi Steiphenson Black,['burundian traditional'],17.0,68
Leo Kottke & Mike Gordon,Leo Kottke,"['american primitive' 'country rock' 'fingerstyle' 'folk' 'jam band'
 'progressive bluegrass' 'roots rock']",46.0,59
